dataset,model,mu_log_beta,mu_hlogit_lambda,mu_kappa,tau_log_beta,tau_hlogit_lambda,tau_kappa,participant,beta,lambda,kappa,recorded_baseline_temperature,absolute_adapting_temperature,trial,absolute_target_temperature,choice_accuracy,active_interval
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,30,28,34.8,0,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,30,29,37.6,1,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,30,30,37.6,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,31,1,33.6,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,31,2,33.2,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,31,3,32.8,0,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,31,4,34,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,31,5,33.8,0,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,31,6,34.8,0,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,31,7,36,1,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,31,8,35.8,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,31,9,35.6,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,31,10,35.4,0,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,31,11,36.2,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,31,12,36.2,1,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,31,13,36,0,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,31,14,36.6,1,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,31,15,36.6,1,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,31,16,36.6,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,31,17,36.6,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,31,18,36.6,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,31,19,35.6,1,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,31,20,35.6,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,31,21,35.2,1,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,31,22,35.2,1,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,31,23,35,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,31,24,35,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,31,25,34.6,0,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,31,26,35.4,0,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,31,27,36.6,1,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,31,28,36.6,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,31,29,36.6,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,31,30,35.6,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,32,1,34.6,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,32,2,34.2,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,32,3,33.8,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,32,4,33.6,0,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,32,5,34.6,0,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,32,6,35.8,0,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,32,7,37,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,32,8,36.8,0,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,32,9,37.6,0,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,32,10,38.4,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,32,11,38.4,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,32,12,38.4,1,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,32,13,38.2,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,32,14,37.4,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,32,15,37.2,0,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,32,16,38.4,1,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,32,17,38.4,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,32,18,38.4,1,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,32,19,38,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,32,20,38,0,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,32,21,38.6,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,32,22,38.6,0,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,32,23,39.2,1,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,32,24,39.2,1,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,32,25,39.2,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,32,26,39.2,1,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,32,27,37.4,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,32,28,37.2,1,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,32,29,37.2,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,32,30,37,1,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,33,1,35.6,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,33,2,35.2,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,33,3,34.8,1,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,33,4,34.6,0,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,33,5,35.6,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,33,6,35.4,1,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,33,7,35.2,0,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,33,8,36,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,33,9,36,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,33,10,35.8,1,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,33,11,35.6,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,33,12,35.6,0,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,33,13,36.2,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,33,14,36.2,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,33,15,36,0,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,33,16,36.6,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,33,17,36.6,1,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,33,18,36.6,0,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,33,19,37.2,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,33,20,37.2,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,33,21,37.2,1,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,33,22,37,1,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,33,23,36.4,0,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,33,24,37.4,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,33,25,37.4,1,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,33,26,37.4,0,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,33,27,38,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,33,28,38,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,33,29,38,1,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,33,30,38,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,34,1,36.6,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,34,2,36.2,0,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,34,3,37.6,0,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,34,4,38.8,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,34,5,38.6,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,34,6,38.4,0,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,34,7,39.2,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,34,8,39.2,1,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,34,9,39,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,34,10,39,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,34,11,39,0,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,34,12,39.6,0,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,34,13,40.2,1,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,34,14,40.2,1,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,34,15,40.2,1,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,34,16,39.4,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,34,17,39.2,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,34,18,39.2,1,2
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,34,19,39.2,1,1
1,r,-0.732230173382963,-3.60690210825834,-0.170107086325031,0.0688516051779771,1.36303576793996,1.56968177056788,1,0.462391847018833,0.00731926259539384,-2.27266170823702,32,34,20,38.2,1,2
