participant,baseline,adapting,task,trial,temperature,rating,confirmed
1,31.2,33.2,1,1,35.2028068821494,27.6041666666667,1
1,31.2,33.2,1,2,35.2028068821494,36.9791666666667,1
1,31.2,33.2,1,3,35.2028068821494,19.2708333333333,1
1,31.2,33.2,1,4,35.2028068821494,15.1041666666667,1
1,31.2,33.2,1,5,41.2,50.5208333333333,1
1,31.2,33.2,1,6,41.2,31.7708333333333,1
1,31.2,33.2,1,7,41.2,45.3125,1
1,31.2,33.2,1,8,35.2028068821494,7.8125,1
1,31.2,33.2,1,9,41.2,42.1875,1
1,31.2,33.2,1,10,41.2,40.1041666666667,1
3,32,30,0,1,26,10.4166666666667,1
3,32,30,0,2,29.6724179423473,0,1
3,32,30,0,3,26,7.8125,1
3,32,30,0,4,26,15.1041666666667,1
3,32,30,0,5,26,4.16666666666667,1
3,32,30,0,6,29.6724179423473,1.04166666666667,1
3,32,30,0,7,29.6724179423473,0,1
3,32,30,0,8,29.6724179423473,1.04166666666667,1
3,32,30,0,9,29.6724179423473,0,1
3,32,30,0,10,26,5.20833333333333,1
3,32,31,0,1,30.7420247615629,1.04166666666667,1
3,32,31,0,2,30.7420247615629,0,1
3,32,31,0,3,27,33.8541666666667,1
3,32,31,0,4,27,31.25,1
3,32,31,0,5,27,28.6458333333333,1
3,32,31,0,6,30.7420247615629,2.60416666666667,1
3,32,31,0,7,27,11.9791666666667,1
3,32,31,0,8,30.7420247615629,1.04166666666667,1
3,32,31,0,9,27,7.8125,1
3,32,31,0,10,30.7420247615629,2.60416666666667,1
3,32,32,0,1,28,29.1666666666667,1
3,32,32,0,2,28,28.6458333333333,1
3,32,32,0,3,31.5017600524944,1.04166666666667,1
3,32,32,0,4,31.5017600524944,0,1
3,32,32,0,5,28,13.0208333333333,1
3,32,32,0,6,31.5017600524944,2.60416666666667,1
3,32,32,0,7,31.5017600524944,1.04166666666667,1
3,32,32,0,8,31.5017600524944,1.04166666666667,1
3,32,32,0,9,28,9.89583333333333,1
3,32,32,0,10,28,11.9791666666667,1
3,32,33,0,1,29,32.8125,1
3,32,33,0,2,29,34.8958333333333,1
3,32,33,0,3,32.7358341160353,0,1
3,32,33,0,4,32.7358341160353,0,1
3,32,33,0,5,29,19.2708333333333,1
3,32,33,0,6,32.7358341160353,0,1
3,32,33,0,7,32.7358341160353,0,1
3,32,33,0,8,29,3.64583333333333,1
3,32,33,0,9,29,9.89583333333333,1
3,32,33,0,10,32.7358341160353,0,1
3,32,34,0,1,30,41.1458333333333,1
3,32,34,0,2,33.5136330979591,1.5625,1
3,32,34,0,3,30,35.4166666666667,1
3,32,34,0,4,30,38.5416666666667,1
3,32,34,0,5,33.5136330979591,0,1
3,32,34,0,6,33.5136330979591,0,1
3,32,34,0,7,30,11.9791666666667,1
3,32,34,0,8,33.5136330979591,0,1
3,32,34,0,9,33.5136330979591,0,1
3,32,34,0,10,30,6.77083333333333,1
3,32,30,1,1,33.5699393121336,8.33333333333333,1
3,32,30,1,2,33.5699393121336,0,1
3,32,30,1,3,38,11.4583333333333,1
3,32,30,1,4,38,19.2708333333333,1
3,32,30,1,5,38,9.89583333333333,1
3,32,30,1,6,33.5699393121336,0,1
3,32,30,1,7,33.5699393121336,0,1
3,32,30,1,8,38,2.60416666666667,1
3,32,30,1,9,33.5699393121336,0,1
3,32,30,1,10,38,3.64583333333333,1
3,32,31,1,1,34.0835187476406,3.64583333333333,1
3,32,31,1,2,34.0835187476406,4.6875,1
3,32,31,1,3,34.0835187476406,2.60416666666667,1
3,32,31,1,4,39,10.9375,1
3,32,31,1,5,34.0835187476406,4.6875,1
3,32,31,1,6,39,9.89583333333333,1
3,32,31,1,7,39,18.2291666666667,1
3,32,31,1,8,39,15.1041666666667,1
3,32,31,1,9,34.0835187476406,1.5625,1
3,32,31,1,10,39,6.77083333333333,1
3,32,32,1,1,32.9517602442186,0,1
3,32,32,1,2,32.9517602442186,1.04166666666667,1
3,32,32,1,3,32.9517602442186,1.04166666666667,1
3,32,32,1,4,40,22.3958333333333,1
3,32,32,1,5,32.9517602442186,0,1
3,32,32,1,6,40,3.64583333333333,1
3,32,32,1,7,40,15.1041666666667,1
3,32,32,1,8,40,14.0625,1
3,32,32,1,9,40,13.0208333333333,1
3,32,32,1,10,32.9517602442186,0,1
3,32,33,1,1,41,31.7708333333333,1
3,32,33,1,2,41,34.8958333333333,1
3,32,33,1,3,41,22.9166666666667,1
3,32,33,1,4,41,8.85416666666667,1
3,32,33,1,5,35.1386533871314,1.5625,1
3,32,33,1,6,35.1386533871314,0,1
3,32,33,1,7,41,7.8125,1
3,32,33,1,8,35.1386533871314,1.5625,1
3,32,33,1,9,35.1386533871314,0,1
3,32,33,1,10,35.1386533871314,0,1
3,32,34,1,1,35.0476218228634,0,1
3,32,34,1,2,35.0476218228634,1.5625,1
3,32,34,1,3,35.0476218228634,4.6875,1
3,32,34,1,4,35.0476218228634,5.72916666666667,1
3,32,34,1,5,42,23.4375,1
3,32,34,1,6,42,32.8125,1
3,32,34,1,7,42,27.6041666666667,1
3,32,34,1,8,35.0476218228634,2.60416666666667,1
3,32,34,1,9,42,7.29166666666667,1
3,32,34,1,10,42,10.9375,1
4,32.5,30.5,0,1,29.2832814704661,10.9375,1
4,32.5,30.5,0,2,26.5,58.8541666666667,1
4,32.5,30.5,0,3,29.2832814704661,19.2708333333333,1
4,32.5,30.5,0,4,29.2832814704661,0,1
4,32.5,30.5,0,5,29.2832814704661,13.0208333333333,1
4,32.5,30.5,0,6,26.5,27.6041666666667,1
4,32.5,30.5,0,7,26.5,75,1
4,32.5,30.5,0,8,29.2832814704661,0,1
4,32.5,30.5,0,9,26.5,31.7708333333333,1
4,32.5,30.5,0,10,26.5,34.8958333333333,1
4,32.5,31.5,0,1,28.96441577084,50.5208333333333,1
4,32.5,31.5,0,2,27.5,35.9375,1
4,32.5,31.5,0,3,28.96441577084,26.5625,1
4,32.5,31.5,0,4,27.5,50.5208333333333,1
4,32.5,31.5,0,5,28.96441577084,53.6458333333333,1
4,32.5,31.5,0,6,27.5,0,1
4,32.5,31.5,0,7,28.96441577084,44.2708333333333,1
4,32.5,31.5,0,8,27.5,19.2708333333333,1
4,32.5,31.5,0,9,28.96441577084,20.3125,1
4,32.5,31.5,0,10,27.5,31.7708333333333,1
4,32.5,32.5,0,1,28.5,42.1875,1
4,32.5,32.5,0,2,31.0497631852719,11.9791666666667,1
4,32.5,32.5,0,3,28.5,46.3541666666667,1
4,32.5,32.5,0,4,31.0497631852719,20.3125,1
4,32.5,32.5,0,5,31.0497631852719,2.60416666666667,1
4,32.5,32.5,0,6,28.5,26.5625,1
4,32.5,32.5,0,7,28.5,22.3958333333333,1
4,32.5,32.5,0,8,31.0497631852719,6.25,1
4,32.5,32.5,0,9,31.0497631852719,2.60416666666667,1
4,32.5,32.5,0,10,28.5,15.1041666666667,1
4,32.5,33.5,0,1,29.5,78.6458333333333,1
4,32.5,33.5,0,2,32.5062769861067,0.520833333333333,1
4,32.5,33.5,0,3,29.5,50.5208333333333,1
4,32.5,33.5,0,4,32.5062769861067,8.85416666666667,1
4,32.5,33.5,0,5,29.5,21.3541666666667,1
4,32.5,33.5,0,6,29.5,50.5208333333333,1
4,32.5,33.5,0,7,32.5062769861067,0,1
4,32.5,33.5,0,8,32.5062769861067,0,1
4,32.5,33.5,0,9,29.5,32.8125,1
4,32.5,33.5,0,10,32.5062769861067,2.60416666666667,1
4,32.5,34.5,0,1,33.0386265529328,18.2291666666667,1
4,32.5,34.5,0,2,30.5,47.3958333333333,1
4,32.5,34.5,0,3,33.0386265529328,14.0625,1
4,32.5,34.5,0,4,30.5,51.5625,1
4,32.5,34.5,0,5,30.5,72.3958333333333,1
4,32.5,34.5,0,6,30.5,49.4791666666667,1
4,32.5,34.5,0,7,33.0386265529328,13.0208333333333,1
4,32.5,34.5,0,8,33.0386265529328,2.60416666666667,1
4,32.5,34.5,0,9,30.5,42.1875,1
4,32.5,34.5,0,10,33.0386265529328,3.64583333333333,1
4,32.5,30.5,1,1,38.5,50.5208333333333,1
4,32.5,30.5,1,2,38.5,26.5625,1
4,32.5,30.5,1,3,34.7048872354249,0,1
4,32.5,30.5,1,4,38.5,20.3125,1
4,32.5,30.5,1,5,34.7048872354249,7.8125,1
4,32.5,30.5,1,6,34.7048872354249,0,1
4,32.5,30.5,1,7,34.7048872354249,7.8125,1
4,32.5,30.5,1,8,38.5,45.3125,1
4,32.5,30.5,1,9,38.5,29.6875,1
4,32.5,30.5,1,10,34.7048872354249,0,1
4,32.5,31.5,1,1,39.5,52.6041666666667,1
4,32.5,31.5,1,2,36.3577212794539,10.9375,1
4,32.5,31.5,1,3,39.5,48.4375,1
4,32.5,31.5,1,4,39.5,24.4791666666667,1
4,32.5,31.5,1,5,36.3577212794539,15.1041666666667,1
4,32.5,31.5,1,6,39.5,13.0208333333333,1
4,32.5,31.5,1,7,36.3577212794539,2.60416666666667,1
4,32.5,31.5,1,8,39.5,19.2708333333333,1
4,32.5,31.5,1,9,36.3577212794539,6.77083333333333,1
4,32.5,31.5,1,10,36.3577212794539,0,1
4,32.5,32.5,1,1,40.5,58.8541666666667,1
4,32.5,32.5,1,2,40.5,15.1041666666667,1
4,32.5,32.5,1,3,35.0792075641644,0,1
4,32.5,32.5,1,4,40.5,44.2708333333333,1
4,32.5,32.5,1,5,40.5,57.8125,1
4,32.5,32.5,1,6,35.0792075641644,0,1
4,32.5,32.5,1,7,35.0792075641644,0,1
4,32.5,32.5,1,8,40.5,33.8541666666667,1
4,32.5,32.5,1,9,35.0792075641644,0,1
4,32.5,32.5,1,10,35.0792075641644,0,1
4,32.5,33.5,1,1,41.5,47.3958333333333,1
4,32.5,33.5,1,2,41.5,35.9375,1
4,32.5,33.5,1,3,36.6112509472093,5.72916666666667,1
4,32.5,33.5,1,4,36.6112509472093,3.64583333333333,1
4,32.5,33.5,1,5,36.6112509472093,4.6875,1
4,32.5,33.5,1,6,41.5,47.3958333333333,1
4,32.5,33.5,1,7,41.5,50.5208333333333,1
4,32.5,33.5,1,8,41.5,29.6875,1
4,32.5,33.5,1,9,36.6112509472093,1.5625,1
4,32.5,33.5,1,10,36.6112509472093,0,1
4,32.5,34.5,1,1,42.5,58.8541666666667,1
4,32.5,34.5,1,2,42.5,61.9791666666667,1
4,32.5,34.5,1,3,36.1234260324326,2.08333333333333,1
4,32.5,34.5,1,4,36.1234260324326,0,1
4,32.5,34.5,1,5,42.5,38.0208333333333,1
4,32.5,34.5,1,6,36.1234260324326,0,1
4,32.5,34.5,1,7,36.1234260324326,3.64583333333333,1
4,32.5,34.5,1,8,42.5,54.6875,1
4,32.5,34.5,1,9,36.1234260324326,0.520833333333333,1
4,32.5,34.5,1,10,42.5,35.9375,1
8,32,30,0,1,29.4408289336999,6.77083333333333,1
8,32,30,0,2,29.4408289336999,0,1
8,32,30,0,3,26,32.8125,1
8,32,30,0,4,29.4408289336999,0,1
8,32,30,0,5,26,26.5625,1
8,32,30,0,6,26,51.5625,1
8,32,30,0,7,29.4408289336999,0,1
8,32,30,0,8,26,13.0208333333333,1
8,32,30,0,9,26,29.6875,1
8,32,30,0,10,29.4408289336999,0,1
8,32,31,0,1,30.6055672550654,0,1
8,32,31,0,2,27,48.4375,1
8,32,31,0,3,30.6055672550654,0,1
8,32,31,0,4,30.6055672550654,0,1
8,32,31,0,5,27,15.1041666666667,1
8,32,31,0,6,27,54.6875,1
8,32,31,0,7,27,13.0208333333333,1
8,32,31,0,8,30.6055672550654,0,1
8,32,31,0,9,27,6.25,1
8,32,31,0,10,30.6055672550654,0,1
8,32,32,0,1,28,55.7291666666667,1
8,32,32,0,2,31.5663718226862,0,1
8,32,32,0,3,28,43.2291666666667,1
8,32,32,0,4,28,51.5625,1
8,32,32,0,5,31.5663718226862,0,1
8,32,32,0,6,28,48.4375,1
8,32,32,0,7,31.5663718226862,0,1
8,32,32,0,8,31.5663718226862,0,1
8,32,32,0,9,28,57.2916666666667,1
8,32,32,0,10,31.5663718226862,0,1
8,32,33,0,1,29,41.1458333333333,1
8,32,33,0,2,32.2760265632286,7.8125,1
8,32,33,0,3,29,45.3125,1
8,32,33,0,4,32.2760265632286,4.6875,1
8,32,33,0,5,29,20.3125,1
8,32,33,0,6,29,59.8958333333333,1
8,32,33,0,7,32.2760265632286,0,1
8,32,33,0,8,32.2760265632286,0,1
8,32,33,0,9,32.2760265632286,0,1
8,32,33,0,10,29,28.6458333333333,1
8,32,34,0,1,33.7180364203572,0,1
8,32,34,0,2,30,24.4791666666667,1
8,32,34,0,3,30,21.3541666666667,1
8,32,34,0,4,30,27.6041666666667,1
8,32,34,0,5,33.7180364203572,0,1
8,32,34,0,6,30,22.3958333333333,1
8,32,34,0,7,33.7180364203572,0,1
8,32,34,0,8,33.7180364203572,0,1
8,32,34,0,9,33.7180364203572,0,1
8,32,34,0,10,30,15.1041666666667,1
8,32,30,1,1,33.2541471730491,29.6875,1
8,32,30,1,2,33.2541471730491,7.8125,1
8,32,30,1,3,38,49.4791666666667,1
8,32,30,1,4,38,49.4791666666667,1
8,32,30,1,5,33.2541471730491,0,1
8,32,30,1,6,38,19.2708333333333,1
8,32,30,1,7,38,7.8125,1
8,32,30,1,8,33.2541471730491,0,1
8,32,30,1,9,33.2541471730491,0,1
8,32,30,1,10,38,25.5208333333333,1
8,32,31,1,1,39,61.9791666666667,1
8,32,31,1,2,32.9068289068208,9.89583333333333,1
8,32,31,1,3,39,42.1875,1
8,32,31,1,4,32.9068289068208,0,1
8,32,31,1,5,32.9068289068208,0,1
8,32,31,1,6,39,48.4375,1
8,32,31,1,7,32.9068289068208,0,1
8,32,31,1,8,32.9068289068208,0,1
8,32,31,1,9,39,41.1458333333333,1
8,32,31,1,10,39,48.9583333333333,1
8,32,32,1,1,40,53.6458333333333,1
8,32,32,1,2,33.5781070966781,0,1
8,32,32,1,3,33.5781070966781,0,1
8,32,32,1,4,40,44.2708333333333,1
8,32,32,1,5,33.5781070966781,0,1
8,32,32,1,6,40,44.2708333333333,1
8,32,32,1,7,40,50.5208333333333,1
8,32,32,1,8,40,34.8958333333333,1
8,32,32,1,9,33.5781070966781,0,1
8,32,32,1,10,33.5781070966781,0,1
8,32,33,1,1,34.0790517242079,10.9375,1
8,32,33,1,2,34.0790517242079,0,1
8,32,33,1,3,34.0790517242079,9.89583333333333,1
8,32,33,1,4,34.0790517242079,7.8125,1
8,32,33,1,5,41,53.6458333333333,1
8,32,33,1,6,41,60.9375,1
8,32,33,1,7,34.0790517242079,0,1
8,32,33,1,8,41,32.8125,1
8,32,33,1,9,41,28.6458333333333,1
8,32,33,1,10,41,48.4375,1
8,32,34,1,1,42,0,1
8,32,34,1,2,34.7051861609122,0,1
8,32,34,1,3,42,21.3541666666667,1
8,32,34,1,4,34.7051861609122,0,1
8,32,34,1,5,42,21.3541666666667,1
8,32,34,1,6,42,42.1875,1
8,32,34,1,7,42,19.2708333333333,1
8,32,34,1,8,34.7051861609122,0,1
8,32,34,1,9,34.7051861609122,0,1
8,32,34,1,10,34.7051861609122,0,1
12,32,30,0,1,26,8.33333333333333,1
12,32,30,0,2,26,5.72916666666667,1
12,32,30,0,3,29.9844862392522,0,1
12,32,30,0,4,26,5.72916666666667,1
12,32,30,0,5,26,3.64583333333333,1
12,32,30,0,6,29.9844862392522,0,1
12,32,30,0,7,29.9844862392522,0,1
12,32,30,0,8,29.9844862392522,0,1
12,32,30,0,9,29.9844862392522,0,1
12,32,30,0,10,26,6.77083333333333,1
12,32,31,0,1,27,3.64583333333333,1
12,32,31,0,2,30.8003339692479,0,1
12,32,31,0,3,27,3.64583333333333,1
12,32,31,0,4,27,8.85416666666667,1
12,32,31,0,5,27,6.77083333333333,1
12,32,31,0,6,30.8003339692479,0,1
12,32,31,0,7,30.8003339692479,0,1
12,32,31,0,8,27,9.89583333333333,1
12,32,31,0,9,30.8003339692479,0,1
12,32,31,0,10,30.8003339692479,0,1
12,32,32,0,1,31.9844862392522,0,1
12,32,32,0,2,31.9844862392522,0,1
12,32,32,0,3,28,7.8125,1
12,32,32,0,4,31.9844862392522,0,1
12,32,32,0,5,28,6.25,1
12,32,32,0,6,28,12.5,1
12,32,32,0,7,31.9844862392522,0,1
12,32,32,0,8,28,4.6875,1
12,32,32,0,9,28,8.33333333333333,1
12,32,32,0,10,31.9844862392522,0,1
12,32,33,0,1,29,13.0208333333333,1
12,32,33,0,2,32.7278569136079,0,1
12,32,33,0,3,32.7278569136079,0,1
12,32,33,0,4,29,7.8125,1
12,32,33,0,5,32.7278569136079,0,1
12,32,33,0,6,32.7278569136079,0,1
12,32,33,0,7,29,8.85416666666667,1
12,32,33,0,8,32.7278569136079,0,1
12,32,33,0,9,29,5.72916666666667,1
12,32,33,0,10,29,11.4583333333333,1
12,32,34,0,1,33.7386178831929,0,1
12,32,34,0,2,30,18.2291666666667,1
12,32,34,0,3,30,20.8333333333333,1
12,32,34,0,4,33.7386178831929,0,1
12,32,34,0,5,30,11.9791666666667,1
12,32,34,0,6,30,17.1875,1
12,32,34,0,7,33.7386178831929,0,1
12,32,34,0,8,33.7386178831929,0,1
12,32,34,0,9,30,9.89583333333333,1
12,32,34,0,10,33.7386178831929,0,1
12,32,30,1,1,38,6.77083333333333,1
12,32,30,1,2,32.7265308784159,5.20833333333333,1
12,32,30,1,3,32.7265308784159,1.5625,1
12,32,30,1,4,38,8.85416666666667,1
12,32,30,1,5,32.7265308784159,0,1
12,32,30,1,6,38,6.77083333333333,1
12,32,30,1,7,38,5.72916666666667,1
12,32,30,1,8,32.7265308784159,0,1
12,32,30,1,9,32.7265308784159,2.60416666666667,1
12,32,30,1,10,38,6.77083333333333,1
12,32,31,1,1,39,6.77083333333333,1
12,32,31,1,2,32.5769936029355,3.125,1
12,32,31,1,3,39,4.6875,1
12,32,31,1,4,39,3.64583333333333,1
12,32,31,1,5,32.5769936029355,0,1
12,32,31,1,6,39,2.60416666666667,1
12,32,31,1,7,39,1.5625,1
12,32,31,1,8,32.5769936029355,0,1
12,32,31,1,9,32.5769936029355,0,1
12,32,31,1,10,32.5769936029355,0,1
12,32,32,1,1,33.4629785312244,0,1
12,32,32,1,2,40,7.8125,1
12,32,32,1,3,33.4629785312244,0,1
12,32,32,1,4,33.4629785312244,0,1
12,32,32,1,5,40,8.85416666666667,1
12,32,32,1,6,40,6.25,1
12,32,32,1,7,33.4629785312244,0,1
12,32,32,1,8,40,5.72916666666667,1
12,32,32,1,9,40,4.6875,1
12,32,32,1,10,33.4629785312244,0,1
12,32,33,1,1,41,10.4166666666667,1
12,32,33,1,2,41,14.0625,1
12,32,33,1,3,34.5476343329741,0,1
12,32,33,1,4,34.5476343329741,0,1
12,32,33,1,5,34.5476343329741,0,1
12,32,33,1,6,34.5476343329741,2.60416666666667,1
12,32,33,1,7,34.5476343329741,0,1
12,32,33,1,8,41,8.85416666666667,1
12,32,33,1,9,41,4.6875,1
12,32,33,1,10,41,4.16666666666667,1
12,32,34,1,1,42,11.9791666666667,1
12,32,34,1,2,35.3488460914882,9.89583333333333,1
12,32,34,1,3,42,4.6875,1
12,32,34,1,4,42,16.1458333333333,1
12,32,34,1,5,35.3488460914882,0,1
12,32,34,1,6,42,9.89583333333333,1
12,32,34,1,7,42,3.64583333333333,1
12,32,34,1,8,35.3488460914882,2.60416666666667,1
12,32,34,1,9,35.3488460914882,0,1
12,32,34,1,10,35.3488460914882,0,1
22,31.4,29.4,0,1,25.4,35.9375,1
22,31.4,29.4,0,2,25.4,29.1666666666667,1
22,31.4,29.4,0,3,29.3842426940874,0,1
22,31.4,29.4,0,4,29.3842426940874,0,1
22,31.4,29.4,0,5,29.3842426940874,0,1
22,31.4,29.4,0,6,25.4,13.0208333333333,1
22,31.4,29.4,0,7,29.3842426940874,0,1
22,31.4,29.4,0,8,25.4,8.33333333333333,1
22,31.4,29.4,0,9,25.4,11.9791666666667,1
22,31.4,29.4,0,10,29.3842426940874,0,1
22,31.4,30.4,0,1,26.4,27.6041666666667,1
22,31.4,30.4,0,2,26.4,24.4791666666667,1
22,31.4,30.4,0,3,26.4,15.1041666666667,1
22,31.4,30.4,0,4,26.4,11.9791666666667,1
22,31.4,30.4,0,5,30.2469887478354,0,1
22,31.4,30.4,0,6,30.2469887478354,0,1
22,31.4,30.4,0,7,30.2469887478354,2.08333333333333,1
22,31.4,30.4,0,8,30.2469887478354,0,1
22,31.4,30.4,0,9,30.2469887478354,0,1
22,31.4,30.4,0,10,26.4,9.89583333333333,1
22,31.4,31.4,0,1,27.4,20.3125,1
22,31.4,31.4,0,2,30.9013730674382,0,1
22,31.4,31.4,0,3,30.9013730674382,2.08333333333333,1
22,31.4,31.4,0,4,30.9013730674382,4.16666666666667,1
22,31.4,31.4,0,5,27.4,12.5,1
22,31.4,31.4,0,6,27.4,19.2708333333333,1
22,31.4,31.4,0,7,27.4,8.85416666666667,1
22,31.4,31.4,0,8,30.9013730674382,0,1
22,31.4,31.4,0,9,30.9013730674382,0,1
22,31.4,31.4,0,10,27.4,6.77083333333333,1
22,31.4,32.4,0,1,31.8088492677524,2.08333333333333,1
22,31.4,32.4,0,2,28.4,21.3541666666667,1
22,31.4,32.4,0,3,28.4,30.7291666666667,1
22,31.4,32.4,0,4,28.4,19.2708333333333,1
22,31.4,32.4,0,5,31.8088492677524,0,1
22,31.4,32.4,0,6,28.4,11.9791666666667,1
22,31.4,32.4,0,7,28.4,8.33333333333333,1
22,31.4,32.4,0,8,31.8088492677524,0,1
22,31.4,32.4,0,9,31.8088492677524,0,1
22,31.4,32.4,0,10,31.8088492677524,0,1
22,31.4,33.4,0,1,33.229848747295,1.04166666666667,1
22,31.4,33.4,0,2,29.4,21.875,1
22,31.4,33.4,0,3,29.4,24.4791666666667,1
22,31.4,33.4,0,4,33.229848747295,0,1
22,31.4,33.4,0,5,33.229848747295,1.04166666666667,1
22,31.4,33.4,0,6,29.4,7.29166666666667,1
22,31.4,33.4,0,7,29.4,10.9375,1
22,31.4,33.4,0,8,33.229848747295,0,1
22,31.4,33.4,0,9,33.229848747295,0,1
22,31.4,33.4,0,10,29.4,5.72916666666667,1
22,31.4,29.4,1,1,34.7456460532723,0,1
22,31.4,29.4,1,2,34.7456460532723,9.89583333333333,1
22,31.4,29.4,1,3,37.4,7.8125,1
22,31.4,29.4,1,4,37.4,15.1041666666667,1
22,31.4,29.4,1,5,37.4,2.08333333333333,1
22,31.4,29.4,1,6,37.4,10.9375,1
22,31.4,29.4,1,7,34.7456460532723,0,1
22,31.4,29.4,1,8,34.7456460532723,1.04166666666667,1
