participant,baseline,adapting,task,trial,temperature,rating,confirmed,baseline_flag,target_flag,deviation_flag,recorded_temperature
3,32,30,1,6,33.5699393121336,0,1,0,0,0,33.4967391304348
3,32,30,1,7,33.5699393121336,0,1,0,0,0,33.5
3,32,30,1,8,38,2.60416666666667,1,0,0,0,37.8744444444444
3,32,30,1,9,33.5699393121336,0,1,0,0,0,33.5
3,32,30,1,10,38,3.64583333333333,1,0,0,0,37.8772727272727
3,32,31,1,1,34.0835187476406,3.64583333333333,1,0,0,0,34
3,32,31,1,2,34.0835187476406,4.6875,1,0,0,0,33.9944444444444
3,32,31,1,3,34.0835187476406,2.60416666666667,1,0,0,0,34
3,32,31,1,4,39,10.9375,1,0,0,0,38.8711111111111
3,32,31,1,5,34.0835187476406,4.6875,1,0,0,0,34
3,32,31,1,6,39,9.89583333333333,1,0,0,0,38.8793478260869
3,32,31,1,7,39,18.2291666666667,1,1,0,0,38.8869565217391
3,32,31,1,8,39,15.1041666666667,1,0,0,0,38.8813953488372
3,32,31,1,9,34.0835187476406,1.5625,1,0,0,0,34
3,32,31,1,10,39,6.77083333333333,1,0,0,0,38.8806818181818
3,32,34,1,1,35.0476218228634,0,1,0,0,0,34.9
3,32,34,1,2,35.0476218228634,1.5625,1,0,0,0,34.9
3,32,34,1,3,35.0476218228634,4.6875,1,0,0,0,34.9
3,32,34,1,4,35.0476218228634,5.72916666666667,1,0,0,0,34.9
3,32,34,1,5,42,23.4375,1,0,0,0,41.8977777777778
3,32,34,1,6,42,32.8125,1,0,0,0,41.8322222222222
3,32,34,1,7,42,27.6041666666667,1,0,0,0,41.9
3,32,34,1,8,35.0476218228634,2.60416666666667,1,0,0,0,34.9
3,32,34,1,9,42,7.29166666666667,1,0,0,0,41.9
3,32,34,1,10,42,10.9375,1,0,0,0,41.8326086956522
4,32.5,30.5,0,1,29.2832814704661,10.9375,1,0,0,0,29.2787234042553
4,32.5,30.5,0,2,26.5,58.8541666666667,1,0,0,0,26.4
4,32.5,30.5,0,3,29.2832814704661,19.2708333333333,1,0,0,0,29.3
4,32.5,30.5,0,4,29.2832814704661,0,1,0,0,0,29.3
4,32.5,30.5,0,5,29.2832814704661,13.0208333333333,1,0,0,0,29.3
4,32.5,30.5,0,6,26.5,27.6041666666667,1,0,0,0,26.4
4,32.5,30.5,0,7,26.5,75,1,0,0,0,26.404347826087
4,32.5,30.5,0,8,29.2832814704661,0,1,0,0,0,29.3
4,32.5,30.5,0,9,26.5,31.7708333333333,1,0,0,0,26.4108695652174
4,32.5,30.5,0,10,26.5,34.8958333333333,1,0,0,0,26.4
4,32.5,31.5,0,1,28.96441577084,50.5208333333333,1,0,0,0,29
4,32.5,31.5,0,2,27.5,35.9375,1,0,0,0,27.4
4,32.5,31.5,0,3,28.96441577084,26.5625,1,0,0,0,29
4,32.5,31.5,0,4,27.5,50.5208333333333,1,0,0,0,27.4
4,32.5,31.5,0,5,28.96441577084,53.6458333333333,1,0,0,0,29
4,32.5,31.5,0,6,27.5,0,1,0,0,0,27.4
4,32.5,31.5,0,7,28.96441577084,44.2708333333333,1,0,0,0,29
4,32.5,31.5,0,8,27.5,19.2708333333333,1,0,0,0,27.4
4,32.5,31.5,0,9,28.96441577084,20.3125,1,0,0,0,29
4,32.5,31.5,0,10,27.5,31.7708333333333,1,0,0,0,27.4
4,32.5,32.5,0,1,28.5,42.1875,1,1,0,0,28.4
4,32.5,32.5,0,2,31.0497631852719,11.9791666666667,1,1,0,0,31
4,32.5,32.5,0,3,28.5,46.3541666666667,1,1,0,0,28.4
4,32.5,32.5,0,4,31.0497631852719,20.3125,1,1,0,0,31
4,32.5,32.5,0,5,31.0497631852719,2.60416666666667,1,1,0,0,31
4,32.5,32.5,0,6,28.5,26.5625,1,1,0,0,28.4
4,32.5,32.5,0,7,28.5,22.3958333333333,1,1,0,0,28.4
4,32.5,32.5,0,8,31.0497631852719,6.25,1,1,0,0,31
4,32.5,32.5,0,9,31.0497631852719,2.60416666666667,1,1,0,0,31
4,32.5,32.5,0,10,28.5,15.1041666666667,1,1,0,0,28.4
4,32.5,33.5,0,1,29.5,78.6458333333333,1,1,0,0,29.4
4,32.5,33.5,0,2,32.5062769861067,0.520833333333333,1,1,0,0,32.5
4,32.5,33.5,0,3,29.5,50.5208333333333,1,1,0,0,29.4
4,32.5,33.5,0,4,32.5062769861067,8.85416666666667,1,1,0,0,32.5
4,32.5,33.5,0,5,29.5,21.3541666666667,1,1,0,0,29.4
4,32.5,33.5,0,6,29.5,50.5208333333333,1,1,0,0,29.4
4,32.5,33.5,0,7,32.5062769861067,0,1,1,0,0,32.5
4,32.5,33.5,0,8,32.5062769861067,0,1,1,0,0,32.5
4,32.5,33.5,0,9,29.5,32.8125,1,1,0,0,29.4
4,32.5,33.5,0,10,32.5062769861067,2.60416666666667,1,1,0,0,32.5
4,32.5,34.5,0,1,33.0386265529328,18.2291666666667,1,1,0,0,33
4,32.5,34.5,0,2,30.5,47.3958333333333,1,1,0,0,30.4
4,32.5,34.5,0,3,33.0386265529328,14.0625,1,1,0,0,33
4,32.5,34.5,0,4,30.5,51.5625,1,1,0,0,30.4
4,32.5,34.5,0,5,30.5,72.3958333333333,1,1,0,0,30.4133333333333
4,32.5,34.5,0,6,30.5,49.4791666666667,1,1,0,0,30.4
4,32.5,34.5,0,7,33.0386265529328,13.0208333333333,1,1,0,0,33
4,32.5,34.5,0,8,33.0386265529328,2.60416666666667,1,1,0,0,33
4,32.5,34.5,0,9,30.5,42.1875,1,1,0,0,30.4122222222222
4,32.5,34.5,0,10,33.0386265529328,3.64583333333333,1,1,0,0,33
4,32.5,30.5,1,1,38.5,50.5208333333333,1,0,0,0,38.3633333333333
4,32.5,30.5,1,2,38.5,26.5625,1,1,0,0,38.3166666666667
4,32.5,30.5,1,3,34.7048872354249,0,1,1,0,0,34.5975609756097
4,32.5,30.5,1,4,38.5,20.3125,1,0,0,0,38.34
4,32.5,30.5,1,5,34.7048872354249,7.8125,1,0,0,0,34.5880434782609
4,32.5,30.5,1,6,34.7048872354249,0,1,0,0,0,34.5836956521739
4,32.5,30.5,1,7,34.7048872354249,7.8125,1,0,0,0,34.5923913043478
4,32.5,30.5,1,8,38.5,45.3125,1,0,0,0,38.3380434782609
4,32.5,30.5,1,9,38.5,29.6875,1,1,0,0,38.35
4,32.5,30.5,1,10,34.7048872354249,0,1,1,0,0,34.5847826086957
4,32.5,31.5,1,1,39.5,52.6041666666667,1,0,0,0,39.3695652173913
4,32.5,31.5,1,2,36.3577212794539,10.9375,1,1,0,0,36.2
4,32.5,31.5,1,3,39.5,48.4375,1,0,0,0,39.3891304347826
4,32.5,31.5,1,4,39.5,24.4791666666667,1,0,0,0,39.3304347826087
4,32.5,31.5,1,5,36.3577212794539,15.1041666666667,1,1,0,0,36.2914893617021
4,32.5,31.5,1,6,39.5,13.0208333333333,1,0,0,0,39.3608695652174
4,32.5,31.5,1,7,36.3577212794539,2.60416666666667,1,1,0,0,36.2858695652174
4,32.5,31.5,1,8,39.5,19.2708333333333,1,0,0,0,39.3659574468085
4,32.5,31.5,1,9,36.3577212794539,6.77083333333333,1,1,0,0,36.286170212766
4,32.5,31.5,1,10,36.3577212794539,0,1,0,0,0,36.2847826086957
4,32.5,32.5,1,1,40.5,58.8541666666667,1,1,0,0,40.378125
4,32.5,32.5,1,2,40.5,15.1041666666667,1,1,0,0,40.3056818181818
4,32.5,32.5,1,3,35.0792075641644,0,1,1,0,0,34.9644444444444
4,32.5,32.5,1,4,40.5,44.2708333333333,1,0,0,0,40.3431818181818
4,32.5,32.5,1,5,40.5,57.8125,1,1,0,0,40.3722222222222
4,32.5,32.5,1,6,35.0792075641644,0,1,1,0,0,34.920652173913
4,32.5,32.5,1,7,35.0792075641644,0,1,0,0,0,34.9913043478261
4,32.5,32.5,1,8,40.5,33.8541666666667,1,0,0,0,40.3318181818182
4,32.5,32.5,1,9,35.0792075641644,0,1,1,0,0,34.94375
4,32.5,32.5,1,10,35.0792075641644,0,1,0,0,0,34.9402173913043
4,32.5,33.5,1,1,41.5,47.3958333333333,1,1,0,0,41.3565217391304
4,32.5,33.5,1,2,41.5,35.9375,1,1,1,0,41.3
4,32.5,33.5,1,3,36.6112509472093,5.72916666666667,1,1,1,0,36.4554347826087
4,32.5,33.5,1,4,36.6112509472093,3.64583333333333,1,1,1,0,36.4044444444444
4,32.5,33.5,1,5,36.6112509472093,4.6875,1,1,1,0,36.45
4,32.5,33.5,1,6,41.5,47.3958333333333,1,1,0,0,41.325
4,32.5,33.5,1,7,41.5,50.5208333333333,1,1,0,0,41.3411111111111
4,32.5,33.5,1,8,41.5,29.6875,1,1,0,0,41.3308510638298
4,32.5,33.5,1,9,36.6112509472093,1.5625,1,1,0,0,36.4882978723404
4,32.5,33.5,1,10,36.6112509472093,0,1,1,1,0,36.4239130434783
4,32.5,34.5,1,1,42.5,58.8541666666667,1,1,0,0,42.3455555555556
4,32.5,34.5,1,2,42.5,61.9791666666667,1,1,0,0,42.3
4,32.5,34.5,1,3,36.1234260324326,2.08333333333333,1,1,1,0,35.95
4,32.5,34.5,1,4,36.1234260324326,0,1,1,1,0,35.9
4,32.5,34.5,1,5,42.5,38.0208333333333,1,1,0,0,42.3791666666667
4,32.5,34.5,1,6,36.1234260324326,0,1,1,1,0,35.9
4,32.5,34.5,1,7,36.1234260324326,3.64583333333333,1,1,1,0,35.95
4,32.5,34.5,1,8,42.5,54.6875,1,1,0,0,42.3
4,32.5,34.5,1,9,36.1234260324326,0.520833333333333,1,1,1,0,35.9404255319149
4,32.5,34.5,1,10,42.5,35.9375,1,1,0,0,42.3354166666667
8,32,30,0,1,29.4408289336999,6.77083333333333,1,0,0,0,29.4
8,32,30,0,2,29.4408289336999,0,1,0,0,0,29.4
8,32,30,0,3,26,32.8125,1,0,0,0,25.9
8,32,30,0,4,29.4408289336999,0,1,0,0,0,29.4
8,32,30,0,5,26,26.5625,1,0,0,0,25.9
8,32,30,0,6,26,51.5625,1,0,0,0,25.9
8,32,30,0,7,29.4408289336999,0,1,0,0,0,29.4
8,32,30,0,8,26,13.0208333333333,1,0,0,0,25.9
8,32,30,0,9,26,29.6875,1,0,0,0,25.9
8,32,30,0,10,29.4408289336999,0,1,0,0,0,29.4
8,32,31,0,1,30.6055672550654,0,1,0,0,0,30.6
8,32,31,0,2,27,48.4375,1,0,0,0,26.9
8,32,31,0,3,30.6055672550654,0,1,0,0,0,30.6
8,32,31,0,4,30.6055672550654,0,1,0,0,0,30.6
8,32,31,0,5,27,15.1041666666667,1,0,0,0,26.9
8,32,31,0,6,27,54.6875,1,0,0,0,26.9
8,32,31,0,7,27,13.0208333333333,1,0,0,0,26.9
8,32,31,0,8,30.6055672550654,0,1,0,0,0,30.6
8,32,31,0,9,27,6.25,1,0,0,0,26.9
8,32,31,0,10,30.6055672550654,0,1,0,0,0,30.6
8,32,32,0,1,28,55.7291666666667,1,0,0,0,27.9
8,32,32,0,2,31.5663718226862,0,1,0,0,0,31.6
8,32,32,0,3,28,43.2291666666667,1,0,0,0,27.9
8,32,32,0,4,28,51.5625,1,0,0,0,27.9
8,32,32,0,5,31.5663718226862,0,1,0,0,0,31.6
8,32,32,0,6,28,48.4375,1,0,0,0,27.9
8,32,32,0,7,31.5663718226862,0,1,0,0,0,31.6
8,32,32,0,8,31.5663718226862,0,1,0,0,0,31.6
8,32,32,0,9,28,57.2916666666667,1,0,0,0,27.9
8,32,32,0,10,31.5663718226862,0,1,0,0,0,31.6
8,32,34,0,1,33.7180364203572,0,1,0,0,0,33.7
8,32,34,0,2,30,24.4791666666667,1,0,0,0,29.9
8,32,34,0,3,30,21.3541666666667,1,1,0,0,29.9
8,32,34,0,4,30,27.6041666666667,1,1,0,0,29.9
8,32,34,0,5,33.7180364203572,0,1,1,0,0,33.7
8,32,34,0,6,30,22.3958333333333,1,0,0,0,29.9
8,32,34,0,7,33.7180364203572,0,1,1,0,0,33.7
8,32,34,0,8,33.7180364203572,0,1,1,0,0,33.7
8,32,34,0,9,33.7180364203572,0,1,0,0,0,33.7
8,32,34,0,10,30,15.1041666666667,1,0,0,0,29.9
8,32,30,1,1,33.2541471730491,29.6875,1,0,0,0,33.2
8,32,30,1,2,33.2541471730491,7.8125,1,0,0,0,33.2
8,32,30,1,3,38,49.4791666666667,1,0,0,0,37.9
8,32,30,1,4,38,49.4791666666667,1,1,0,0,37.8977777777778
8,32,30,1,5,33.2541471730491,0,1,1,0,0,33.2
8,32,30,1,6,38,19.2708333333333,1,0,0,0,37.9
8,32,30,1,7,38,7.8125,1,1,0,0,37.9
8,32,30,1,8,33.2541471730491,0,1,1,0,0,33.2
8,32,30,1,9,33.2541471730491,0,1,0,0,0,33.2
8,32,30,1,10,38,25.5208333333333,1,0,0,0,37.9
8,32,31,1,1,39,61.9791666666667,1,0,0,0,38.9
8,32,31,1,2,32.9068289068208,9.89583333333333,1,0,0,0,32.8
8,32,31,1,3,39,42.1875,1,0,0,0,38.9
8,32,31,1,4,32.9068289068208,0,1,1,0,0,32.8
8,32,31,1,5,32.9068289068208,0,1,0,0,0,32.8
8,32,31,1,6,39,48.4375,1,0,0,0,38.8965909090909
8,32,31,1,7,32.9068289068208,0,1,1,0,0,32.8
8,32,31,1,8,32.9068289068208,0,1,0,0,0,32.8
8,32,31,1,9,39,41.1458333333333,1,0,0,0,38.9
8,32,31,1,10,39,48.9583333333333,1,1,0,0,38.9
8,32,32,1,1,40,53.6458333333333,1,0,0,0,39.8988372093024
8,32,32,1,2,33.5781070966781,0,1,1,0,0,33.5
8,32,32,1,3,33.5781070966781,0,1,0,0,0,33.5
8,32,32,1,4,40,44.2708333333333,1,0,0,0,39.8965909090909
8,32,32,1,5,33.5781070966781,0,1,1,0,0,33.5
8,32,32,1,6,40,44.2708333333333,1,0,0,0,39.9
8,32,32,1,7,40,50.5208333333333,1,1,0,0,39.8977777777778
8,32,32,1,8,40,34.8958333333333,1,1,0,0,39.9
8,32,32,1,9,33.5781070966781,0,1,1,0,0,33.5
8,32,32,1,10,33.5781070966781,0,1,0,0,0,33.5
8,32,34,1,1,42,0,1,0,0,0,41.8967391304348
8,32,34,1,2,34.7051861609122,0,1,1,0,0,34.6
8,32,34,1,3,42,21.3541666666667,1,0,0,0,41.9
8,32,34,1,4,34.7051861609122,0,1,1,0,0,34.6
8,32,34,1,5,42,21.3541666666667,1,0,0,0,41.9
8,32,34,1,6,42,42.1875,1,0,0,0,41.8847826086956
8,32,34,1,7,42,19.2708333333333,1,0,0,0,41.9
8,32,34,1,8,34.7051861609122,0,1,1,0,0,34.6
8,32,34,1,9,34.7051861609122,0,1,0,0,0,34.6
8,32,34,1,10,34.7051861609122,0,1,0,0,0,34.6
12,32,30,0,1,26,8.33333333333333,1,0,0,0,25.9
12,32,30,0,2,26,5.72916666666667,1,0,0,0,25.9
12,32,30,0,3,29.9844862392522,0,1,0,0,0,29.9711111111111
12,32,30,0,4,26,5.72916666666667,1,0,0,0,25.9
12,32,30,0,5,26,3.64583333333333,1,0,0,0,25.9
12,32,30,0,6,29.9844862392522,0,1,0,0,0,29.9195652173913
12,32,30,0,7,29.9844862392522,0,1,0,0,0,29.9
12,32,30,0,8,29.9844862392522,0,1,0,0,0,30
12,32,30,0,9,29.9844862392522,0,1,0,0,0,29.9617021276596
12,32,30,0,10,26,6.77083333333333,1,0,0,0,25.9
12,32,31,0,1,27,3.64583333333333,1,0,0,0,26.9
12,32,31,0,2,30.8003339692479,0,1,0,0,0,30.8
12,32,31,0,3,27,3.64583333333333,1,0,0,0,26.9
12,32,31,0,4,27,8.85416666666667,1,0,0,0,26.9
12,32,31,0,5,27,6.77083333333333,1,0,0,0,26.9
12,32,31,0,6,30.8003339692479,0,1,0,0,0,30.8
12,32,31,0,7,30.8003339692479,0,1,0,0,0,30.8
12,32,31,0,8,27,9.89583333333333,1,0,0,0,26.9
12,32,31,0,9,30.8003339692479,0,1,0,0,0,30.8
12,32,31,0,10,30.8003339692479,0,1,0,0,0,30.8265306122449
12,32,32,0,1,31.9844862392522,0,1,0,0,0,32
12,32,32,0,2,31.9844862392522,0,1,0,0,0,31.95
12,32,32,0,3,28,7.8125,1,0,0,0,27.9
12,32,32,0,4,31.9844862392522,0,1,0,0,0,31.9595744680851
12,32,32,0,5,28,6.25,1,0,0,0,27.9184782608696
12,32,32,0,6,28,12.5,1,0,0,0,27.9
12,32,32,0,7,31.9844862392522,0,1,0,0,0,31.9
12,32,32,0,8,28,4.6875,1,0,0,0,27.9
12,32,32,0,9,28,8.33333333333333,1,0,0,0,27.9
12,32,32,0,10,31.9844862392522,0,1,0,0,0,31.85
12,32,33,0,1,29,13.0208333333333,1,0,0,0,28.9
12,32,33,0,2,32.7278569136079,0,1,1,0,0,32.7
12,32,33,0,3,32.7278569136079,0,1,0,0,0,32.7
12,32,33,0,4,29,7.8125,1,0,0,0,28.9
12,32,33,0,5,32.7278569136079,0,1,1,0,0,32.7
12,32,33,0,6,32.7278569136079,0,1,0,0,0,32.7
12,32,33,0,7,29,8.85416666666667,1,0,0,0,28.9
12,32,33,0,8,32.7278569136079,0,1,1,0,0,32.7
12,32,33,0,9,29,5.72916666666667,1,0,0,0,28.9
12,32,33,0,10,29,11.4583333333333,1,1,0,0,28.9
12,32,34,0,1,33.7386178831929,0,1,0,0,0,33.7
12,32,34,0,2,30,18.2291666666667,1,0,0,0,29.9
12,32,34,0,3,30,20.8333333333333,1,1,0,0,29.9
12,32,34,0,4,33.7386178831929,0,1,1,0,0,33.7
12,32,34,0,5,30,11.9791666666667,1,0,0,0,29.9
12,32,34,0,6,30,17.1875,1,1,0,0,29.9
12,32,34,0,7,33.7386178831929,0,1,1,0,0,33.7
12,32,34,0,8,33.7386178831929,0,1,1,0,0,33.7
12,32,34,0,9,30,9.89583333333333,1,1,0,0,29.9
12,32,34,0,10,33.7386178831929,0,1,1,0,0,33.7
12,32,30,1,1,38,6.77083333333333,1,0,0,0,37.8880434782609
12,32,30,1,2,32.7265308784159,5.20833333333333,1,1,1,0,32.52
12,32,30,1,3,32.7265308784159,1.5625,1,0,1,0,32.5586956521739
12,32,30,1,4,38,8.85416666666667,1,0,0,0,37.85
12,32,30,1,5,32.7265308784159,0,1,1,0,0,32.5944444444444
12,32,30,1,6,38,6.77083333333333,1,0,0,0,37.8825581395349
12,32,30,1,7,38,5.72916666666667,1,0,0,0,37.9032608695652
12,32,30,1,8,32.7265308784159,0,1,1,1,0,32.55
12,32,30,1,9,32.7265308784159,2.60416666666667,1,0,0,0,32.6
12,32,30,1,10,38,6.77083333333333,1,0,0,0,37.8777777777778
12,32,31,1,1,39,6.77083333333333,1,0,0,0,38.8847826086956
12,32,31,1,2,32.5769936029355,3.125,1,1,0,0,32.4425531914894
12,32,31,1,3,39,4.6875,1,0,0,0,38.89
12,32,31,1,4,39,3.64583333333333,1,1,0,0,38.8423913043478
12,32,31,1,5,32.5769936029355,0,1,0,0,0,32.5
12,32,31,1,6,39,2.60416666666667,1,0,0,0,38.8723404255319
12,32,31,1,7,39,1.5625,1,1,0,0,38.8866666666667
12,32,31,1,8,32.5769936029355,0,1,1,0,0,32.5
12,32,31,1,9,32.5769936029355,0,1,0,0,0,32.5
12,32,31,1,10,32.5769936029355,0,1,0,0,0,32.4815217391304
12,32,32,1,1,33.4629785312244,0,1,0,0,0,33.35
12,32,32,1,2,40,7.8125,1,0,0,0,39.8166666666667
12,32,32,1,3,33.4629785312244,0,1,1,0,0,33.3576086956522
12,32,32,1,4,33.4629785312244,0,1,0,0,0,33.4
12,32,32,1,5,40,8.85416666666667,1,0,0,0,39.8466666666667
12,32,32,1,6,40,6.25,1,1,0,0,39.8122222222222
12,32,32,1,7,33.4629785312244,0,1,0,0,0,33.4
12,32,32,1,8,40,5.72916666666667,1,0,0,0,39.8311111111111
12,32,32,1,9,40,4.6875,1,1,0,0,39.8635416666667
12,32,32,1,10,33.4629785312244,0,1,1,0,0,33.4
12,32,33,1,1,41,10.4166666666667,1,0,0,0,40.8532608695652
12,32,33,1,2,41,14.0625,1,0,0,0,40.8329545454545
12,32,33,1,3,34.5476343329741,0,1,0,0,0,34.3989130434783
12,32,33,1,4,34.5476343329741,0,1,0,0,0,34.3944444444444
12,32,33,1,5,34.5476343329741,0,1,0,1,0,34.35
12,32,33,1,6,34.5476343329741,2.60416666666667,1,0,1,0,34.35
12,32,33,1,7,34.5476343329741,0,1,0,0,0,34.3760416666667
12,32,33,1,8,41,8.85416666666667,1,0,0,0,40.8329787234043
12,32,33,1,9,41,4.6875,1,1,0,0,40.8555555555555
12,32,33,1,10,41,4.16666666666667,1,1,0,0,40.8597826086956
12,32,34,1,1,42,11.9791666666667,1,0,0,0,41.8729166666667
12,32,34,1,2,35.3488460914882,9.89583333333333,1,0,1,0,35.1311111111111
12,32,34,1,3,42,4.6875,1,0,0,0,41.8829787234042
12,32,34,1,4,42,16.1458333333333,1,1,0,0,41.829347826087
12,32,34,1,5,35.3488460914882,0,1,0,0,0,35.2
12,32,34,1,6,42,9.89583333333333,1,0,0,0,41.8611111111111
12,32,34,1,7,42,3.64583333333333,1,0,0,0,41.8771739130435
12,32,34,1,8,35.3488460914882,2.60416666666667,1,1,0,0,35.2
12,32,34,1,9,35.3488460914882,0,1,0,0,0,35.2
12,32,34,1,10,35.3488460914882,0,1,0,1,0,35.1608695652174
22,31.4,29.4,0,1,25.4,35.9375,1,0,0,0,25.3
22,31.4,29.4,0,2,25.4,29.1666666666667,1,0,0,0,25.3
22,31.4,29.4,0,3,29.3842426940874,0,1,0,0,0,29.4
22,31.4,29.4,0,4,29.3842426940874,0,1,0,0,0,29.4
22,31.4,29.4,0,5,29.3842426940874,0,1,0,0,0,29.4
22,31.4,29.4,0,6,25.4,13.0208333333333,1,0,0,0,25.3
22,31.4,29.4,0,7,29.3842426940874,0,1,0,0,0,29.4
22,31.4,29.4,0,8,25.4,8.33333333333333,1,0,0,0,25.3148936170213
22,31.4,29.4,0,9,25.4,11.9791666666667,1,0,0,0,25.3
